ID	site	nation	POINT_X	POINT_Y	type	name	asset_no	caption	date_est	image
796	WHITE FISH LAKE 128	Saddle Lake Cree Nation	-111.8166609	54.33520547	Building	Testing data: WHITE FISH LAKE 128:Building796	298156-01	"this is testing data, not a real asset that exists"	1907-12-19T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
797	COLD LAKE 149	Cold Lake First Nations	-110.2657789	54.28921585	Building	Testing data: COLD LAKE 149:Building797	760812-01	"this is testing data, not a real asset that exists"	1909-03-20T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
798	WHITE FISH LAKE 128	Saddle Lake Cree Nation	-111.846127	54.35617361	Building	Testing data: WHITE FISH LAKE 128:Building798	445418-01	"this is testing data, not a real asset that exists"	1910-05-30T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
799	COLD LAKE 149	Cold Lake First Nations	-110.2460524	54.30673042	Building	Testing data: COLD LAKE 149:Building799	287025-01	"this is testing data, not a real asset that exists"	1911-07-06T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
800	COLD LAKE 149	Cold Lake First Nations	-110.2734308	54.31210674	Building	Testing data: COLD LAKE 149:Building800	284157-01	"this is testing data, not a real asset that exists"	1916-02-11T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
801	COLD LAKE 149	Cold Lake First Nations	-110.3109287	54.31743581	Building	Testing data: COLD LAKE 149:Building801	320283-01	"this is testing data, not a real asset that exists"	1919-12-12T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
802	COLD LAKE 149	Cold Lake First Nations	-110.3549552	54.33055059	Building	Testing data: COLD LAKE 149:Building802	217433-01	"this is testing data, not a real asset that exists"	1922-10-14T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
803	COLD LAKE 149	Cold Lake First Nations	-110.3510049	54.3440724	Building	Testing data: COLD LAKE 149:Building803	252489-01	"this is testing data, not a real asset that exists"	1924-04-18T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
804	COLD LAKE 149	Cold Lake First Nations	-110.3560929	54.34891421	Building	Testing data: COLD LAKE 149:Building804	194648-01	"this is testing data, not a real asset that exists"	1924-10-15T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
805	COLD LAKE 149	Cold Lake First Nations	-110.2459619	54.34693744	Building	Testing data: COLD LAKE 149:Building805	816047-01	"this is testing data, not a real asset that exists"	1924-10-15T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
806	COLD LAKE 149A	Cold Lake First Nations	-110.1489506	54.45722614	Building	Testing data: COLD LAKE 149A:Building806	546261-01	"this is testing data, not a real asset that exists"	1930-01-23T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
807	COLD LAKE 149A	Cold Lake First Nations	-110.1536976	54.45794476	Building	Testing data: COLD LAKE 149A:Building807	638523-01	"this is testing data, not a real asset that exists"	1931-02-14T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
808	COLD LAKE 149A	Cold Lake First Nations	-110.1532594	54.45815718	Building	Testing data: COLD LAKE 149A:Building808	462638-01	"this is testing data, not a real asset that exists"	1933-08-22T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
809	COLD LAKE 149A	Cold Lake First Nations	-110.1442685	54.45913587	Building	Testing data: COLD LAKE 149A:Building809	709656-01	"this is testing data, not a real asset that exists"	1936-05-26T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
810	COLD LAKE 149A	Cold Lake First Nations	-110.1569789	54.45979881	Building	Testing data: COLD LAKE 149A:Building810	720239-01	"this is testing data, not a real asset that exists"	1937-08-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
811	COLD LAKE 149A	Cold Lake First Nations	-110.1461508	54.45938255	Building	Testing data: COLD LAKE 149A:Building811	184468-01	"this is testing data, not a real asset that exists"	1943-07-14T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
812	COLD LAKE 149A	Cold Lake First Nations	-110.1463154	54.45959292	Building	Testing data: COLD LAKE 149A:Building812	874702-01	"this is testing data, not a real asset that exists"	1954-06-28T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
813	COLD LAKE 149A	Cold Lake First Nations	-110.1599385	54.46064844	Building	Testing data: COLD LAKE 149A:Building813	471149-01	"this is testing data, not a real asset that exists"	1958-09-02T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
814	COLD LAKE 149A	Cold Lake First Nations	-110.1661147	54.46104813	Building	Testing data: COLD LAKE 149A:Building814	361448-01	"this is testing data, not a real asset that exists"	1961-12-28T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
815	COLD LAKE 149B	Cold Lake First Nations	-110.2464741	54.48325921	Building	Testing data: COLD LAKE 149B:Building815	601239-01	"this is testing data, not a real asset that exists"	1972-10-23T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
816	COLD LAKE 149B	Cold Lake First Nations	-110.2216546	54.49439303	Building	Testing data: COLD LAKE 149B:Building816	886362-01	"this is testing data, not a real asset that exists"	1978-08-18T08:43:06Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
817	COLD LAKE 149B	Cold Lake First Nations	-110.239619	54.49895408	Building	Testing data: COLD LAKE 149B:Building817	135529-01	"this is testing data, not a real asset that exists"	1978-12-01T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
818	COLD LAKE 149B	Cold Lake First Nations	-110.2074814	54.50951248	Building	Testing data: COLD LAKE 149B:Building818	287412-01	"this is testing data, not a real asset that exists"	1988-10-31T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
819	COLD LAKE 149B	Cold Lake First Nations	-110.2170102	54.51311462	Building	Testing data: COLD LAKE 149B:Building819	592354-01	"this is testing data, not a real asset that exists"	1990-06-27T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
820	COLD LAKE 149B	Cold Lake First Nations	-110.2577658	54.51864818	Building	Testing data: COLD LAKE 149B:Building820	654382-01	"this is testing data, not a real asset that exists"	2001-01-19T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
821	COLD LAKE 149B	Cold Lake First Nations	-110.2242016	54.52003199	Building	Testing data: COLD LAKE 149B:Building821	193545-01	"this is testing data, not a real asset that exists"	2013-03-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
822	COLD LAKE 149B	Cold Lake First Nations	-110.2428097	54.5286197	Building	Testing data: COLD LAKE 149B:Building822	298074-01	"this is testing data, not a real asset that exists"	2015-05-28T08:36:14Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
823	COLD LAKE 149B	Cold Lake First Nations	-110.2715795	54.53147019	Building	Testing data: COLD LAKE 149B:Building823	802166-01	"this is testing data, not a real asset that exists"	2015-07-10T08:43:06Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
824	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.8934566	54.63315966	Building	Testing data: BEAVER LAKE #131:Building824	180631-01	"this is testing data, not a real asset that exists"	1832-04-20T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
825	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.8731082	54.63543267	Building	Testing data: BEAVER LAKE #131:Building825	387346-01	"this is testing data, not a real asset that exists"	1890-09-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
826	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.8699168	54.64499541	Building	Testing data: BEAVER LAKE #131:Building826	157603-01	"this is testing data, not a real asset that exists"	1890-10-01T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
827	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.9199588	54.66807036	Building	Testing data: BEAVER LAKE #131:Building827	401195-01	"this is testing data, not a real asset that exists"	1906-06-29T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
828	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.8273293	54.6710618	Building	Testing data: BEAVER LAKE #131:Building828	788163-01	"this is testing data, not a real asset that exists"	1907-05-06T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
829	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.8784181	54.68124317	Building	Testing data: BEAVER LAKE #131:Building829	610453-01	"this is testing data, not a real asset that exists"	1909-03-02T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
830	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.9052649	54.68834922	Building	Testing data: BEAVER LAKE #131:Building830	464487-01	"this is testing data, not a real asset that exists"	1916-07-08T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
831	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.8328739	54.6914961	Building	Testing data: BEAVER LAKE #131:Building831	196315-01	"this is testing data, not a real asset that exists"	1916-08-01T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
832	BEAVER LAKE #131	Beaver Lake Cree Nation	-111.8635585	54.69642511	Building	Testing data: BEAVER LAKE #131:Building832	457484-01	"this is testing data, not a real asset that exists"	1918-09-24T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
833	COLD LAKE 149C	Cold Lake First Nations	-110.0273157	54.69382869	Building	Testing data: COLD LAKE 149C:Building833	169084-01	"this is testing data, not a real asset that exists"	1923-10-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
834	COLD LAKE 149C	Cold Lake First Nations	-110.0060634	54.6980329	Building	Testing data: COLD LAKE 149C:Building834	203086-01	"this is testing data, not a real asset that exists"	1926-05-22T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
835	COLD LAKE 149C	Cold Lake First Nations	-110.028104	54.70817724	Building	Testing data: COLD LAKE 149C:Building835	299376-01	"this is testing data, not a real asset that exists"	1926-05-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
836	COLD LAKE 149C	Cold Lake First Nations	-110.064175	54.72059555	Building	Testing data: COLD LAKE 149C:Building836	692617-01	"this is testing data, not a real asset that exists"	1932-03-17T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
837	COLD LAKE 149C	Cold Lake First Nations	-110.0153539	54.72374825	Building	Testing data: COLD LAKE 149C:Building837	406235-01	"this is testing data, not a real asset that exists"	1933-03-01T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
838	COLD LAKE 149C	Cold Lake First Nations	-110.0435337	54.72699418	Building	Testing data: COLD LAKE 149C:Building838	875761-01	"this is testing data, not a real asset that exists"	1934-05-30T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
839	COLD LAKE 149C	Cold Lake First Nations	-110.007203	54.73456106	Building	Testing data: COLD LAKE 149C:Building839	799581-01	"this is testing data, not a real asset that exists"	1938-04-26T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
840	COLD LAKE 149C	Cold Lake First Nations	-110.0329355	54.73740714	Building	Testing data: COLD LAKE 149C:Building840	367820-01	"this is testing data, not a real asset that exists"	1947-04-25T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
841	COLD LAKE 149C	Cold Lake First Nations	-110.040076	54.74019977	Building	Testing data: COLD LAKE 149C:Building841	756889-01	"this is testing data, not a real asset that exists"	1964-09-12T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
842	COLD LAKE 149C	Cold Lake First Nations	-110.0620253	54.74754546	Building	Testing data: COLD LAKE 149C:Building842	318656-01	"this is testing data, not a real asset that exists"	1968-10-18T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
843	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.5690808	54.97732183	Building	Testing data: STURGEON LAKE 154B:Building843	650378-01	"this is testing data, not a real asset that exists"	1975-06-26T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
844	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.5657235	54.9814679	Building	Testing data: STURGEON LAKE 154B:Building844	853715-01	"this is testing data, not a real asset that exists"	1978-12-01T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
845	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.5622951	54.98199211	Building	Testing data: STURGEON LAKE 154B:Building845	187542-01	"this is testing data, not a real asset that exists"	1988-10-31T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
846	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.558138	54.98269248	Building	Testing data: STURGEON LAKE 154B:Building846	149546-01	"this is testing data, not a real asset that exists"	2003-11-10T08:43:06Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
847	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.550619	54.98298444	Building	Testing data: STURGEON LAKE 154B:Building847	594768-01	"this is testing data, not a real asset that exists"	1974-10-11T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
848	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.564841	54.98313665	Building	Testing data: STURGEON LAKE 154B:Building848	584141-01	"this is testing data, not a real asset that exists"	1988-02-16T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
849	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.5520486	54.98362671	Building	Testing data: STURGEON LAKE 154B:Building849	575360-01	"this is testing data, not a real asset that exists"	1994-10-31T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
850	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.5469915	54.98421451	Building	Testing data: STURGEON LAKE 154B:Building850	708605-01	"this is testing data, not a real asset that exists"	2015-03-26T11:06:51Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
851	STURGEON LAKE 154B	Sturgeon Lake Cree Nation	-117.5563054	54.98518707	Building	Testing data: STURGEON LAKE 154B:Building851	713405-01	"this is testing data, not a real asset that exists"	1958-04-18T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
852	HEART LAKE 167	Heart Lake First Nation	-111.5552903	54.97086624	Building	Testing data: HEART LAKE 167:Building852	411439-01	"this is testing data, not a real asset that exists"	1965-02-11T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
853	HEART LAKE 167	Heart Lake First Nation	-111.5353762	54.97810142	Building	Testing data: HEART LAKE 167:Building853	581425-01	"this is testing data, not a real asset that exists"	1965-09-01T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
854	HEART LAKE 167A	Heart Lake First Nation	-111.7159137	55.00615951	Building	Testing data: HEART LAKE 167A:Building854	726512-01	"this is testing data, not a real asset that exists"	1972-10-27T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
855	HEART LAKE 167A	Heart Lake First Nation	-111.7147511	55.00677111	Building	Testing data: HEART LAKE 167A:Building855	290595-01	"this is testing data, not a real asset that exists"	1978-08-15T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
856	HEART LAKE 167A	Heart Lake First Nation	-111.7158167	55.00706695	Building	Testing data: HEART LAKE 167A:Building856	391369-01	"this is testing data, not a real asset that exists"	1988-12-26T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
857	HEART LAKE 167A	Heart Lake First Nation	-111.7157109	55.0074627	Building	Testing data: HEART LAKE 167A:Building857	792081-01	"this is testing data, not a real asset that exists"	1964-08-27T00:00:00Z	https://images.pexels.com/photos/323705/pexels-photo-323705.jpeg
